1591901181.0,'Thu Jun 11 18:46:21 2020','outdoor_11june/bananacream/exp1_904.750M_2020-06-11_18-46-21.000.dat'
1591901191.0,'Thu Jun 11 18:46:31 2020','outdoor_11june/eggtart/exp1_433.750M_2020-06-11_18-46-31.000.dat'
1591901191.0,'Thu Jun 11 18:46:31 2020','outdoor_11june/bananacream/exp1_433.750M_2020-06-11_18-46-31.000.dat'
1591901550.0,'Thu Jun 11 18:52:30 2020','outdoor_11june/eggtart/exp1_904.750M_2020-06-11_18-52-30.000.dat'
1591901550.0,'Thu Jun 11 18:52:30 2020','outdoor_11june/bananacream/exp1_904.750M_2020-06-11_18-52-30.000.dat'
1591901560.0,'Thu Jun 11 18:52:40 2020','outdoor_11june/eggtart/exp1_433.750M_2020-06-11_18-52-40.000.dat'
1591901560.0,'Thu Jun 11 18:52:40 2020','outdoor_11june/bananacream/exp1_433.750M_2020-06-11_18-52-40.000.dat'
1591901566.0,'Thu Jun 11 18:52:46 2020','40.44207,-79.94890'
1591901646.0,'Thu Jun 11 18:54:06 2020','outdoor_11june/eggtart/exp1_904.750M_2020-06-11_18-54-06.000.dat'
1591901646.0,'Thu Jun 11 18:54:06 2020','outdoor_11june/bananacream/exp1_904.750M_2020-06-11_18-54-06.000.dat'
1591901656.0,'Thu Jun 11 18:54:16 2020','outdoor_11june/eggtart/exp1_433.750M_2020-06-11_18-54-16.000.dat'
1591901656.0,'Thu Jun 11 18:54:16 2020','outdoor_11june/bananacream/exp1_433.750M_2020-06-11_18-54-16.000.dat'
1591901671.0,'Thu Jun 11 18:54:31 2020','40.44200,-79.94876'
1591901739.0,'Thu Jun 11 18:55:39 2020','outdoor_11june/eggtart/exp1_904.750M_2020-06-11_18-55-39.000.dat'
1591901739.0,'Thu Jun 11 18:55:39 2020','outdoor_11june/bananacream/exp1_904.750M_2020-06-11_18-55-39.000.dat'
1591901749.0,'Thu Jun 11 18:55:49 2020','outdoor_11june/eggtart/exp1_433.750M_2020-06-11_18-55-49.000.dat'
1591901749.0,'Thu Jun 11 18:55:49 2020','outdoor_11june/bananacream/exp1_433.750M_2020-06-11_18-55-49.000.dat'
1591901765.0,'Thu Jun 11 18:56:05 2020','40.44167,-79.94919'
1591901823.0,'Thu Jun 11 18:57:03 2020','40.44122,-79.94949'
1591901843.0,'Thu Jun 11 18:57:23 2020','outdoor_11june/eggtart/exp1_904.750M_2020-06-11_18-57-23.000.dat'
1591901843.0,'Thu Jun 11 18:57:23 2020','outdoor_11june/bananacream/exp1_904.750M_2020-06-11_18-57-23.000.dat'
1591901853.0,'Thu Jun 11 18:57:33 2020','outdoor_11june/eggtart/exp1_433.750M_2020-06-11_18-57-33.000.dat'
1591901853.0,'Thu Jun 11 18:57:33 2020','outdoor_11june/bananacream/exp1_433.750M_2020-06-11_18-57-33.000.dat'
1591901948.0,'Thu Jun 11 18:59:08 2020','outdoor_11june/eggtart/exp1_904.750M_2020-06-11_18-59-08.000.dat'
1591901948.0,'Thu Jun 11 18:59:08 2020','outdoor_11june/bananacream/exp1_904.750M_2020-06-11_18-59-08.000.dat'
1591901974.0,'Thu Jun 11 18:59:34 2020','40.44118,-79.94974'
1591902101.0,'Thu Jun 11 19:01:41 2020','40.44108,-79.95000'
1591902103.0,'Thu Jun 11 19:01:43 2020','outdoor_11june/eggtart/exp1_904.750M_2020-06-11_19-01-43.000.dat'
1591902103.0,'Thu Jun 11 19:01:43 2020','outdoor_11june/bananacream/exp1_904.750M_2020-06-11_19-01-43.000.dat'
1591902113.0,'Thu Jun 11 19:01:53 2020','outdoor_11june/eggtart/exp1_433.750M_2020-06-11_19-01-53.000.dat'
1591902113.0,'Thu Jun 11 19:01:53 2020','outdoor_11june/bananacream/exp1_433.750M_2020-06-11_19-01-53.000.dat'
1591902197.0,'Thu Jun 11 19:03:17 2020','outdoor_11june/eggtart/exp1_904.750M_2020-06-11_19-03-17.000.dat'
1591902197.0,'Thu Jun 11 19:03:17 2020','outdoor_11june/bananacream/exp1_904.750M_2020-06-11_19-03-17.000.dat'
1591902207.0,'Thu Jun 11 19:03:27 2020','outdoor_11june/eggtart/exp1_433.750M_2020-06-11_19-03-27.000.dat'
1591902207.0,'Thu Jun 11 19:03:27 2020','outdoor_11june/bananacream/exp1_433.750M_2020-06-11_19-03-27.000.dat'
1591902220.0,'Thu Jun 11 19:03:40 2020','40.44027,-79.95014'
1591902255.0,'Thu Jun 11 19:04:15 2020','outdoor_11june/eggtart/exp1_904.750M_2020-06-11_19-04-15.000.dat'
1591902255.0,'Thu Jun 11 19:04:15 2020','outdoor_11june/bananacream/exp1_904.750M_2020-06-11_19-04-15.000.dat'
1591902259.0,'Thu Jun 11 19:04:19 2020','40.44007,-79.95012'
1591902265.0,'Thu Jun 11 19:04:25 2020','outdoor_11june/eggtart/exp1_433.750M_2020-06-11_19-04-25.000.dat'
1591902265.0,'Thu Jun 11 19:04:25 2020','outdoor_11june/bananacream/exp1_433.750M_2020-06-11_19-04-25.000.dat'
1591902316.0,'Thu Jun 11 19:05:16 2020','40.43969,-79.95016'
1591902333.0,'Thu Jun 11 19:05:33 2020','outdoor_11june/eggtart/exp1_904.750M_2020-06-11_19-05-33.000.dat'
1591902333.0,'Thu Jun 11 19:05:33 2020','outdoor_11june/bananacream/exp1_904.750M_2020-06-11_19-05-33.000.dat'
1591902343.0,'Thu Jun 11 19:05:43 2020','outdoor_11june/eggtart/exp1_433.750M_2020-06-11_19-05-43.000.dat'
1591902343.0,'Thu Jun 11 19:05:43 2020','outdoor_11june/bananacream/exp1_433.750M_2020-06-11_19-05-43.000.dat'
1591902449.0,'Thu Jun 11 19:07:29 2020','outdoor_11june/eggtart/exp1_904.750M_2020-06-11_19-07-29.000.dat'
1591902449.0,'Thu Jun 11 19:07:29 2020','outdoor_11june/bananacream/exp1_904.750M_2020-06-11_19-07-29.000.dat'
1591902459.0,'Thu Jun 11 19:07:39 2020','outdoor_11june/eggtart/exp1_433.750M_2020-06-11_19-07-39.000.dat'
1591902459.0,'Thu Jun 11 19:07:39 2020','outdoor_11june/bananacream/exp1_433.750M_2020-06-11_19-07-39.000.dat'
1591902464.0,'Thu Jun 11 19:07:44 2020','40.43925,-79.95032'
1591902504.0,'Thu Jun 11 19:08:24 2020','40.43910,-79.95026'
1591902528.0,'Thu Jun 11 19:08:48 2020','outdoor_11june/eggtart/exp1_904.750M_2020-06-11_19-08-48.000.dat'
1591902528.0,'Thu Jun 11 19:08:48 2020','outdoor_11june/bananacream/exp1_904.750M_2020-06-11_19-08-48.000.dat'
1591902538.0,'Thu Jun 11 19:08:58 2020','outdoor_11june/eggtart/exp1_433.750M_2020-06-11_19-08-58.000.dat'
1591902538.0,'Thu Jun 11 19:08:58 2020','outdoor_11june/bananacream/exp1_433.750M_2020-06-11_19-08-58.000.dat'
1591902567.0,'Thu Jun 11 19:09:27 2020','outdoor_11june/eggtart/exp1_904.750M_2020-06-11_19-09-27.000.dat'
1591902567.0,'Thu Jun 11 19:09:27 2020','outdoor_11june/bananacream/exp1_904.750M_2020-06-11_19-09-27.000.dat'
1591902572.0,'Thu Jun 11 19:09:32 2020','40.43924,-79.95036'
1591902577.0,'Thu Jun 11 19:09:37 2020','outdoor_11june/eggtart/exp1_433.750M_2020-06-11_19-09-37.000.dat'
1591902577.0,'Thu Jun 11 19:09:37 2020','outdoor_11june/bananacream/exp1_433.750M_2020-06-11_19-09-37.000.dat'
1591902616.0,'Thu Jun 11 19:10:16 2020','40.43899,-79.95032'
1591902633.0,'Thu Jun 11 19:10:33 2020','outdoor_11june/eggtart/exp1_904.750M_2020-06-11_19-10-33.000.dat'
1591902633.0,'Thu Jun 11 19:10:33 2020','outdoor_11june/bananacream/exp1_904.750M_2020-06-11_19-10-33.000.dat'
1591902643.0,'Thu Jun 11 19:10:43 2020','outdoor_11june/eggtart/exp1_433.750M_2020-06-11_19-10-43.000.dat'
1591902643.0,'Thu Jun 11 19:10:43 2020','outdoor_11june/bananacream/exp1_433.750M_2020-06-11_19-10-43.000.dat'
1591902701.0,'Thu Jun 11 19:11:41 2020','40.43896,-79.95043'
1591902780.0,'Thu Jun 11 19:13:00 2020','outdoor_11june/eggtart/exp1_904.750M_2020-06-11_19-13-00.000.dat'
1591902780.0,'Thu Jun 11 19:13:00 2020','outdoor_11june/bananacream/exp1_904.750M_2020-06-11_19-13-00.000.dat'
1591902783.0,'Thu Jun 11 19:13:03 2020','40.43882,-79.95049'
1591902790.0,'Thu Jun 11 19:13:10 2020','outdoor_11june/eggtart/exp1_433.750M_2020-06-11_19-13-10.000.dat'
1591902790.0,'Thu Jun 11 19:13:10 2020','outdoor_11june/bananacream/exp1_433.750M_2020-06-11_19-13-10.000.dat'
1591902841.0,'Thu Jun 11 19:14:01 2020','outdoor_11june/eggtart/exp1_904.750M_2020-06-11_19-14-01.000.dat'
1591902841.0,'Thu Jun 11 19:14:01 2020','outdoor_11june/bananacream/exp1_904.750M_2020-06-11_19-14-01.000.dat'
1591902849.0,'Thu Jun 11 19:14:09 2020','40.43861,-79.95009'
1591902851.0,'Thu Jun 11 19:14:11 2020','outdoor_11june/eggtart/exp1_433.750M_2020-06-11_19-14-11.000.dat'
1591902851.0,'Thu Jun 11 19:14:11 2020','outdoor_11june/bananacream/exp1_433.750M_2020-06-11_19-14-11.000.dat'
1592069754.0,'Sat Jun 13 17:35:54 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-35-54.000.dat'
1592069754.0,'Sat Jun 13 17:35:54 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-35-54.000.dat'
1592069764.0,'Sat Jun 13 17:36:04 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-36-04.000.dat'
1592069764.0,'Sat Jun 13 17:36:04 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-36-04.000.dat'
1592069840.0,'Sat Jun 13 17:37:20 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-37-20.000.dat'
1592069840.0,'Sat Jun 13 17:37:20 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-37-20.000.dat'
1592069842.0,'Sat Jun 13 17:37:22 2020','40.44364,-79.94617'
1592069850.0,'Sat Jun 13 17:37:30 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-37-30.000.dat'
1592069850.0,'Sat Jun 13 17:37:30 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-37-30.000.dat'
1592069881.0,'Sat Jun 13 17:38:01 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-38-01.000.dat'
1592069881.0,'Sat Jun 13 17:38:01 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-38-01.000.dat'
1592069891.0,'Sat Jun 13 17:38:11 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-38-11.000.dat'
1592069891.0,'Sat Jun 13 17:38:11 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-38-11.000.dat'
1592069922.0,'Sat Jun 13 17:38:42 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-38-42.000.dat'
1592069922.0,'Sat Jun 13 17:38:42 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-38-42.000.dat'
1592069932.0,'Sat Jun 13 17:38:52 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-38-52.000.dat'
1592069932.0,'Sat Jun 13 17:38:52 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-38-52.000.dat'
1592069946.0,'Sat Jun 13 17:39:06 2020','40.44349,-79.94645'
1592069970.0,'Sat Jun 13 17:39:30 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-39-30.000.dat'
1592069970.0,'Sat Jun 13 17:39:30 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-39-30.000.dat'
1592069973.0,'Sat Jun 13 17:39:33 2020','40.44322,-79.94642'
1592069980.0,'Sat Jun 13 17:39:40 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-39-40.000.dat'
1592069980.0,'Sat Jun 13 17:39:40 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-39-40.000.dat'
1592070010.0,'Sat Jun 13 17:40:10 2020','40.44327,-79.94645'
1592070013.0,'Sat Jun 13 17:40:13 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-40-13.000.dat'
1592070013.0,'Sat Jun 13 17:40:13 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-40-13.000.dat'
1592070023.0,'Sat Jun 13 17:40:23 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-40-23.000.dat'
1592070023.0,'Sat Jun 13 17:40:23 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-40-23.000.dat'
1592070059.0,'Sat Jun 13 17:40:59 2020','40.44312,-79.94624'
1592070065.0,'Sat Jun 13 17:41:05 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-41-05.000.dat'
1592070065.0,'Sat Jun 13 17:41:05 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-41-05.000.dat'
1592070075.0,'Sat Jun 13 17:41:15 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-41-15.000.dat'
1592070075.0,'Sat Jun 13 17:41:15 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-41-15.000.dat'
1592070098.0,'Sat Jun 13 17:41:38 2020','40.44301,-79.94617'
1592070101.0,'Sat Jun 13 17:41:41 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-41-41.000.dat'
1592070101.0,'Sat Jun 13 17:41:41 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-41-41.000.dat'
1592070111.0,'Sat Jun 13 17:41:51 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-41-51.000.dat'
1592070111.0,'Sat Jun 13 17:41:51 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-41-51.000.dat'
1592070149.0,'Sat Jun 13 17:42:29 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-42-29.000.dat'
1592070149.0,'Sat Jun 13 17:42:29 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-42-29.000.dat'
1592070159.0,'Sat Jun 13 17:42:39 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-42-39.000.dat'
1592070159.0,'Sat Jun 13 17:42:39 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-42-39.000.dat'
1592070164.0,'Sat Jun 13 17:42:44 2020','40.44301,-79.94654'
1592070185.0,'Sat Jun 13 17:43:05 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-43-05.000.dat'
1592070185.0,'Sat Jun 13 17:43:05 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-43-05.000.dat'
1592070195.0,'Sat Jun 13 17:43:15 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-43-15.000.dat'
1592070195.0,'Sat Jun 13 17:43:15 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-43-15.000.dat'
1592070224.0,'Sat Jun 13 17:43:44 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-43-44.000.dat'
1592070224.0,'Sat Jun 13 17:43:44 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-43-44.000.dat'
1592070234.0,'Sat Jun 13 17:43:54 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-43-54.000.dat'
1592070234.0,'Sat Jun 13 17:43:54 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-43-54.000.dat'
1592070254.0,'Sat Jun 13 17:44:14 2020','40.44304,-79.94693'
1592070279.0,'Sat Jun 13 17:44:39 2020','40.44279,-79.94689'
1592070282.0,'Sat Jun 13 17:44:42 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-44-42.000.dat'
1592070282.0,'Sat Jun 13 17:44:42 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-44-42.000.dat'
1592070292.0,'Sat Jun 13 17:44:52 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-44-52.000.dat'
1592070292.0,'Sat Jun 13 17:44:52 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-44-52.000.dat'
1592070330.0,'Sat Jun 13 17:45:30 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-45-30.000.dat'
1592070330.0,'Sat Jun 13 17:45:30 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-45-30.000.dat'
1592070340.0,'Sat Jun 13 17:45:40 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-45-40.000.dat'
1592070340.0,'Sat Jun 13 17:45:40 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-45-40.000.dat'
1592070343.0,'Sat Jun 13 17:45:43 2020','40.44293,-79.94679'
1592070517.0,'Sat Jun 13 17:48:37 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-48-37.000.dat'
1592070517.0,'Sat Jun 13 17:48:37 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-48-37.000.dat'
1592070527.0,'Sat Jun 13 17:48:47 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-48-47.000.dat'
1592070527.0,'Sat Jun 13 17:48:47 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-48-47.000.dat'
1592070531.0,'Sat Jun 13 17:48:51 2020','40.44281,-79.94735'
1592070583.0,'Sat Jun 13 17:49:43 2020','40.44266,-79.94727'
1592070602.0,'Sat Jun 13 17:50:02 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-50-02.000.dat'
1592070602.0,'Sat Jun 13 17:50:02 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-50-02.000.dat'
1592070612.0,'Sat Jun 13 17:50:12 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-50-12.000.dat'
1592070612.0,'Sat Jun 13 17:50:12 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-50-12.000.dat'
1592070650.0,'Sat Jun 13 17:50:50 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-50-50.000.dat'
1592070650.0,'Sat Jun 13 17:50:50 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-50-50.000.dat'
1592070660.0,'Sat Jun 13 17:51:00 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-51-00.000.dat'
1592070660.0,'Sat Jun 13 17:51:00 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-51-00.000.dat'
1592070665.0,'Sat Jun 13 17:51:05 2020','40.44251,-79.94701'
1592070807.0,'Sat Jun 13 17:53:27 2020','40.44118,-79.94730'
1592070844.0,'Sat Jun 13 17:54:04 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-54-04.000.dat'
1592070844.0,'Sat Jun 13 17:54:04 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-54-04.000.dat'
1592070854.0,'Sat Jun 13 17:54:14 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-54-14.000.dat'
1592070854.0,'Sat Jun 13 17:54:14 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-54-14.000.dat'
1592070886.0,'Sat Jun 13 17:54:46 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-54-46.000.dat'
1592070886.0,'Sat Jun 13 17:54:46 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-54-46.000.dat'
1592070893.0,'Sat Jun 13 17:54:53 2020','40.44150,-79.94754'
1592070896.0,'Sat Jun 13 17:54:56 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-54-56.000.dat'
1592070896.0,'Sat Jun 13 17:54:56 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-54-56.000.dat'
1592070940.0,'Sat Jun 13 17:55:40 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-55-40.000.dat'
1592070940.0,'Sat Jun 13 17:55:40 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-55-40.000.dat'
1592070945.0,'Sat Jun 13 17:55:45 2020','40.44136,-79.94711'
1592070950.0,'Sat Jun 13 17:55:50 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-55-50.000.dat'
1592070950.0,'Sat Jun 13 17:55:50 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-55-50.000.dat'
1592070994.0,'Sat Jun 13 17:56:34 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-56-34.000.dat'
1592070994.0,'Sat Jun 13 17:56:34 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-56-34.000.dat'
1592071004.0,'Sat Jun 13 17:56:44 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-56-44.000.dat'
1592071004.0,'Sat Jun 13 17:56:44 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-56-44.000.dat'
1592071015.0,'Sat Jun 13 17:56:55 2020','40.44148,-79.94757'
1592071130.0,'Sat Jun 13 17:58:50 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-58-50.000.dat'
1592071130.0,'Sat Jun 13 17:58:50 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-58-50.000.dat'
1592071140.0,'Sat Jun 13 17:59:00 2020','outdoor_13june/eggtart/exp1_433.750M_2020-06-13_17-59-00.000.dat'
1592071140.0,'Sat Jun 13 17:59:00 2020','outdoor_13june/bananacream/exp1_433.750M_2020-06-13_17-59-00.000.dat'
1592071146.0,'Sat Jun 13 17:59:06 2020','40.44115,-79.94868'
1592071182.0,'Sat Jun 13 17:59:42 2020','outdoor_13june/eggtart/exp1_904.750M_2020-06-13_17-59-42.000.dat'
1592071182.0,'Sat Jun 13 17:59:42 2020','outdoor_13june/bananacream/exp1_904.750M_2020-06-13_17-59-42.000.dat'
1592071183.0,'Sat Jun 13 17:59:43 2020','40.44126,-79.94890'
